hash,column
-8546237036174622518,L1_S24_D1568
1098352839207776795,L1_S24_D1570
-1086485377199547267,L1_S24_D1576
-7666556557121037067,L1_S24_D1583
9101025334335276893,L1_S24_D1674
3114115413413736286,L1_S24_D1765
2401689183993976646,L1_S24_D1770
3141233502126421093,L1_S24_D1809
7823392399251162548,L1_S24_D1826
-4720932225276635681,L1_S25_D1854
-6942560055705740319,L1_S25_D1867
6926639547471658908,L1_S25_D1883
-4101956960716703616,L1_S25_D1887
-39183434813567752,L1_S25_D1891
4054204284989932453,L1_S25_D1898
-6920406352627705732,L1_S25_D1902
3139863623124482894,L1_S25_D1980
8174066639146318244,L1_S25_D2058
5520831618259302739,L1_S25_D2098
-7016314384146661283,L1_S25_D2138
-1854049871348275686,L1_S25_D2180
-6570820045369951957,L1_S25_D2206
-6231939972283363732,L1_S25_D2230
-5404460373507190970,L1_S25_D2238
5112814792070074785,L1_S25_D2240
3417778173131744011,L1_S25_D2242
-996715045293194654,L1_S25_D2248
4682529980204373076,L1_S25_D2251
338207011221127197,L1_S25_D2329
-120248582221072693,L1_S25_D2406
-1931778296333997324,L1_S25_D2430
-8660535238073256039,L1_S25_D2445
-7264065631677919153,L1_S25_D2471
-2795104282779335178,L1_S25_D2497
3197242538052441293,L1_S25_D2505
1372617418244444681,L1_S25_D2507
9193275531822648003,L1_S25_D2509
3298581028323399889,L1_S25_D2515
1729017392596339607,L1_S25_D2518
1687083040358267241,L1_S25_D2596
2172254218999039669,L1_S25_D2674
3667235385319414512,L1_S25_D2713
-3652755713975607043,L1_S25_D2728
-4551536368142676225,L1_S25_D2754
-8860607805128836833,L1_S25_D2780
-1386573912662384307,L1_S25_D2788
3428851941244211696,L1_S25_D2790
1687749104286617578,L1_S25_D2792
-5925255655222709948,L1_S25_D2798
-114852131299808129,L1_S25_D2801
-1522065885156870683,L1_S25_D2879
712349545635725361,L1_S25_D2957
-7572688332368530794,L1_S25_D2996
3807353756797438087,L1_S25_D3011
-7633539637431946672,L2_S26_D3037
2442766612685169554,L2_S26_D3081
-3969676472138539816,L2_S27_D3130
-2637621543548844029,L2_S28_D3223
-8146100558878693028,L3_S29_D3316
2653414553646163620,L3_S29_D3474
1119377548643154989,L3_S30_D3496
3515111285693552261,L3_S30_D3501
328628582464751276,L3_S30_D3506
-2059750128731207902,L3_S30_D3566
-881221263392975556,L3_S30_D3726
-127993768338473544,L3_S31_D3836
-293020405853524321,L3_S32_D3852
-4295954515581204642,L3_S33_D3856
-8087407901168920939,L3_S34_D3875
2980658539232207043,L3_S35_D3886
-5352453178867430880,L3_S35_D3895
-873537085675450586,L3_S35_D3900
8003666838269132455,L3_S36_D3919
2130345985560688594,L3_S36_D3928
8094820268579174389,L3_S37_D3942
5000193488100708999,L3_S38_D3953
-5487876214282874975,L3_S39_D3966
-6076400706420081654,L3_S40_D3981
-7683795477809872500,L3_S40_D3985
3088741499454311648,L3_S41_D3997
2013727516282841087,L3_S42_D4029
-2315692634640650316,L3_S42_D4045
-987019637651877687,L3_S43_D4062
7392093219613054810,L3_S43_D4082
8199114362535147234,L3_S44_D4101
5757665024807454488,L3_S45_D4125
-5518735747541694339,L3_S46_D4135
-4320429271434010905,L3_S47_D4140
1101209146737641526,L3_S48_D4194
-351401999970282679,L3_S49_D4208
8248265044579397276,L3_S49_D4218
2486504957687742735,L3_S50_D4242
5113454382105187632,L3_S51_D4255
