hash,column
3814591762497099135,L0_S11_F293
3814591762497099135,L0_S11_F295
3814591762497099135,L0_S11_F297
3814591762497099135,L0_S11_F299
3814591762497099135,L0_S11_F301
3814591762497099135,L0_S11_F303
3814591762497099135,L0_S11_F305
3814591762497099135,L0_S11_F307
3814591762497099135,L0_S11_F309
3814591762497099135,L0_S11_F311
3814591762497099135,L0_S11_F313
3814591762497099135,L0_S11_F315
3814591762497099135,L0_S11_F317
3814591762497099135,L0_S11_F319
3814591762497099135,L0_S11_F321
3814591762497099135,L0_S11_F323
3814591762497099135,L0_S11_F325
3814591762497099135,L0_S11_F327
3814591762497099135,L0_S11_F329
-1118726028035383775,L0_S14_F359
9007886091302278754,L0_S14_F361
-1118726028035383775,L0_S14_F363
9007886091302278754,L0_S14_F365
-1118726028035383775,L0_S14_F367
9007886091302278754,L0_S14_F369
-1118726028035383775,L0_S14_F371
9007886091302278754,L0_S14_F373
-1118726028035383775,L0_S14_F375
9007886091302278754,L0_S14_F377
-1118726028035383775,L0_S14_F379
9007886091302278754,L0_S14_F381
-1118726028035383775,L0_S14_F383
9007886091302278754,L0_S14_F385
-1118726028035383775,L0_S14_F387
9007886091302278754,L0_S14_F389
-1118726028035383775,L0_S14_F391
9007886091302278754,L0_S14_F393
3758118282304330458,L0_S15_F396
3758118282304330458,L0_S15_F399
3758118282304330458,L0_S15_F402
3758118282304330458,L0_S15_F405
3758118282304330458,L0_S15_F408
3758118282304330458,L0_S15_F411
3758118282304330458,L0_S15_F414
3758118282304330458,L0_S15_F417
3758118282304330458,L0_S15_F420
3728856349141834850,L0_S16_F422
3662281982247557236,L0_S16_F424
3856312315621587602,L0_S16_F425
3728856349141834850,L0_S16_F427
3662281982247557236,L0_S16_F429
3856312315621587602,L0_S16_F430
419203716770830291,L0_S18_F436
419203716770830291,L0_S18_F438
419203716770830291,L0_S18_F440
419203716770830291,L0_S18_F442
419203716770830291,L0_S18_F443
419203716770830291,L0_S18_F445
419203716770830291,L0_S18_F446
419203716770830291,L0_S18_F448
419203716770830291,L0_S18_F450
419203716770830291,L0_S18_F452
-5367397341086582998,L0_S21_F468
6883598782669589757,L0_S21_F470
2375697337524988388,L0_S21_F471
-1811533364185030657,L0_S21_F473
6545694027733593870,L0_S21_F475
-481234715458092495,L0_S21_F476
-5367397341086582998,L0_S21_F478
6883598782669589757,L0_S21_F480
2375697337524988388,L0_S21_F481
5885115877838096006,L0_S21_F483
6545694027733593870,L0_S21_F485
-8158097395514103612,L0_S21_F486
-5367397341086582998,L0_S21_F488
6883598782669589757,L0_S21_F490
2375697337524988388,L0_S21_F491
-1811533364185030657,L0_S21_F493
6545694027733593870,L0_S21_F495
-481234715458092495,L0_S21_F496
-1811533364185030657,L0_S21_F498
6545694027733593870,L0_S21_F500
-481234715458092495,L0_S21_F501
-1811533364185030657,L0_S21_F503
6545694027733593870,L0_S21_F505
-481234715458092495,L0_S21_F506
-1811533364185030657,L0_S21_F508
6545694027733593870,L0_S21_F510
-481234715458092495,L0_S21_F511
-1811533364185030657,L0_S21_F513
6545694027733593870,L0_S21_F515
-481234715458092495,L0_S21_F516
-1811533364185030657,L0_S21_F518
6545694027733593870,L0_S21_F520
-481234715458092495,L0_S21_F521
-1811533364185030657,L0_S21_F523
6545694027733593870,L0_S21_F525
-481234715458092495,L0_S21_F526
-1811533364185030657,L0_S21_F528
6545694027733593870,L0_S21_F530
-481234715458092495,L0_S21_F531
-1811533364185030657,L0_S21_F533
6545694027733593870,L0_S21_F535
-481234715458092495,L0_S21_F536
-1811533364185030657,L0_S21_F538
6545694027733593870,L0_S21_F540
-481234715458092495,L0_S21_F541
8108398297026703371,L0_S22_F542
-5473754793076455318,L0_S22_F544
5778596491379779874,L0_S22_F545
6614908479414245317,L0_S22_F547
-9149231917803255347,L0_S22_F549
4977209841959301086,L0_S22_F550
8108398297026703371,L0_S22_F552
-5473754793076455318,L0_S22_F554
4207245421435632431,L0_S22_F555
-8903766600111600551,L0_S22_F557
-9149231917803255347,L0_S22_F559
-2000796377073271957,L0_S22_F560
8108398297026703371,L0_S22_F562
-5473754793076455318,L0_S22_F564
4207245421435632431,L0_S22_F565
6614908479414245317,L0_S22_F567
-9149231917803255347,L0_S22_F569
4977209841959301086,L0_S22_F570
6614908479414245317,L0_S22_F572
-9149231917803255347,L0_S22_F574
4977209841959301086,L0_S22_F575
6614908479414245317,L0_S22_F577
-9149231917803255347,L0_S22_F579
4977209841959301086,L0_S22_F580
6614908479414245317,L0_S22_F582
-9149231917803255347,L0_S22_F584
4977209841959301086,L0_S22_F585
6614908479414245317,L0_S22_F587
-9149231917803255347,L0_S22_F589
4977209841959301086,L0_S22_F590
6614908479414245317,L0_S22_F592
-9149231917803255347,L0_S22_F594
4977209841959301086,L0_S22_F595
6614908479414245317,L0_S22_F597
-9149231917803255347,L0_S22_F599
4977209841959301086,L0_S22_F600
6614908479414245317,L0_S22_F602
-9149231917803255347,L0_S22_F604
4977209841959301086,L0_S22_F605
6614908479414245317,L0_S22_F607
-9149231917803255347,L0_S22_F609
4977209841959301086,L0_S22_F610
6614908479414245317,L0_S22_F612
-9149231917803255347,L0_S22_F614
4977209841959301086,L0_S22_F615
419203716770830291,L0_S23_F616
419203716770830291,L0_S23_F618
419203716770830291,L0_S23_F620
419203716770830291,L0_S23_F622
419203716770830291,L0_S23_F624
419203716770830291,L0_S23_F626
419203716770830291,L0_S23_F628
419203716770830291,L0_S23_F630
419203716770830291,L0_S23_F632
419203716770830291,L0_S23_F634
419203716770830291,L0_S23_F636
419203716770830291,L0_S23_F638
419203716770830291,L0_S23_F640
419203716770830291,L0_S23_F642
419203716770830291,L0_S23_F644
419203716770830291,L0_S23_F646
419203716770830291,L0_S23_F648
419203716770830291,L0_S23_F650
419203716770830291,L0_S23_F652
419203716770830291,L0_S23_F654
419203716770830291,L0_S23_F656
419203716770830291,L0_S23_F658
419203716770830291,L0_S23_F660
419203716770830291,L0_S23_F662
419203716770830291,L0_S23_F664
419203716770830291,L0_S23_F666
419203716770830291,L0_S23_F668
419203716770830291,L0_S23_F670
419203716770830291,L0_S23_F672
419203716770830291,L0_S23_F674
-5806599209934399367,L1_S24_F675
419203716770830291,L1_S24_F676
419203716770830291,L1_S24_F678
419203716770830291,L1_S24_F680
419203716770830291,L1_S24_F682
419203716770830291,L1_S24_F684
419203716770830291,L1_S24_F686
419203716770830291,L1_S24_F688
419203716770830291,L1_S24_F690
419203716770830291,L1_S24_F692
419203716770830291,L1_S24_F694
7617105135473689221,L1_S24_F695
5536743810299226502,L1_S24_F696
-6379274230034954866,L1_S24_F698
-7576606276499891745,L1_S24_F699
5536743810299226502,L1_S24_F701
6617805360390865545,L1_S24_F703
-7576606276499891745,L1_S24_F704
4410190691685390120,L1_S24_F705
5536743810299226502,L1_S24_F706
6617805360390865545,L1_S24_F708
-7576606276499891745,L1_S24_F709
3282753724466244627,L1_S24_F710
5536743810299226502,L1_S24_F711
6617805360390865545,L1_S24_F713
-7576606276499891745,L1_S24_F714
5536743810299226502,L1_S24_F715
-6379274230034954866,L1_S24_F717
-7576606276499891745,L1_S24_F718
5536743810299226502,L1_S24_F720
-6379274230034954866,L1_S24_F722
-7576606276499891745,L1_S24_F723
5536743810299226502,L1_S24_F724
6617805360390865545,L1_S24_F726
-7576606276499891745,L1_S24_F727
5536743810299226502,L1_S24_F729
6617805360390865545,L1_S24_F731
-7576606276499891745,L1_S24_F732
5536743810299226502,L1_S24_F734
6617805360390865545,L1_S24_F736
-7576606276499891745,L1_S24_F737
5536743810299226502,L1_S24_F738
6617805360390865545,L1_S24_F740
-7576606276499891745,L1_S24_F741
5536743810299226502,L1_S24_F742
6617805360390865545,L1_S24_F744
-7576606276499891745,L1_S24_F745
5536743810299226502,L1_S24_F747
-6379274230034954866,L1_S24_F749
-7576606276499891745,L1_S24_F750
5536743810299226502,L1_S24_F752
-6379274230034954866,L1_S24_F754
-7576606276499891745,L1_S24_F755
5536743810299226502,L1_S24_F757
-6379274230034954866,L1_S24_F759
-7576606276499891745,L1_S24_F760
5536743810299226502,L1_S24_F762
-6379274230034954866,L1_S24_F764
-7576606276499891745,L1_S24_F765
5536743810299226502,L1_S24_F767
-6379274230034954866,L1_S24_F769
-7576606276499891745,L1_S24_F770
5536743810299226502,L1_S24_F771
-8025421038698283577,L1_S24_F773
-7576606276499891745,L1_S24_F774
5536743810299226502,L1_S24_F776
-6379274230034954866,L1_S24_F778
-7576606276499891745,L1_S24_F779
5536743810299226502,L1_S24_F781
-6379274230034954866,L1_S24_F783
-7576606276499891745,L1_S24_F784
5536743810299226502,L1_S24_F786
-6379274230034954866,L1_S24_F788
-7576606276499891745,L1_S24_F789
5536743810299226502,L1_S24_F791
-6379274230034954866,L1_S24_F793
-7576606276499891745,L1_S24_F794
5536743810299226502,L1_S24_F796
-6379274230034954866,L1_S24_F798
-7576606276499891745,L1_S24_F799
5474407088731096475,L1_S24_F803
2384343508482728146,L1_S24_F805
1295518948385315415,L1_S24_F817
-5545187236618941911,L1_S24_F819
-4068163879277768159,L1_S24_F820
1295518948385315415,L1_S24_F821
-5545187236618941911,L1_S24_F823
-4068163879277768159,L1_S24_F824
1295518948385315415,L1_S24_F825
-5545187236618941911,L1_S24_F827
-4068163879277768159,L1_S24_F828
1295518948385315415,L1_S24_F830
-5545187236618941911,L1_S24_F832
-4068163879277768159,L1_S24_F833
1295518948385315415,L1_S24_F835
-5545187236618941911,L1_S24_F837
-4068163879277768159,L1_S24_F838
1295518948385315415,L1_S24_F840
-5545187236618941911,L1_S24_F842
-4068163879277768159,L1_S24_F843
1295518948385315415,L1_S24_F845
-5545187236618941911,L1_S24_F847
-4068163879277768159,L1_S24_F848
1295518948385315415,L1_S24_F849
-5545187236618941911,L1_S24_F851
-4068163879277768159,L1_S24_F852
1295518948385315415,L1_S24_F853
-5545187236618941911,L1_S24_F855
-4068163879277768159,L1_S24_F856
1295518948385315415,L1_S24_F858
-5545187236618941911,L1_S24_F860
-4068163879277768159,L1_S24_F861
1295518948385315415,L1_S24_F863
-5545187236618941911,L1_S24_F865
-4068163879277768159,L1_S24_F866
1295518948385315415,L1_S24_F868
-5545187236618941911,L1_S24_F870
-4068163879277768159,L1_S24_F871
1295518948385315415,L1_S24_F873
-5545187236618941911,L1_S24_F875
-4068163879277768159,L1_S24_F876
1295518948385315415,L1_S24_F878
-5545187236618941911,L1_S24_F880
-4068163879277768159,L1_S24_F881
1295518948385315415,L1_S24_F883
-5545187236618941911,L1_S24_F885
-4068163879277768159,L1_S24_F886
1295518948385315415,L1_S24_F888
-5545187236618941911,L1_S24_F890
-4068163879277768159,L1_S24_F891
1295518948385315415,L1_S24_F893
-5545187236618941911,L1_S24_F895
-4068163879277768159,L1_S24_F896
1295518948385315415,L1_S24_F898
-5545187236618941911,L1_S24_F900
-4068163879277768159,L1_S24_F901
1295518948385315415,L1_S24_F903
-5545187236618941911,L1_S24_F905
-4068163879277768159,L1_S24_F906
8376240578408206254,L1_S24_F908
-693703278456589421,L1_S24_F910
2149019793613372433,L1_S24_F911
8376240578408206254,L1_S24_F912
-693703278456589421,L1_S24_F914
2149019793613372433,L1_S24_F915
8376240578408206254,L1_S24_F916
-693703278456589421,L1_S24_F918
2149019793613372433,L1_S24_F919
8376240578408206254,L1_S24_F921
-693703278456589421,L1_S24_F923
2149019793613372433,L1_S24_F924
8376240578408206254,L1_S24_F926
-693703278456589421,L1_S24_F928
2149019793613372433,L1_S24_F929
8376240578408206254,L1_S24_F931
-693703278456589421,L1_S24_F933
2149019793613372433,L1_S24_F934
8376240578408206254,L1_S24_F936
-693703278456589421,L1_S24_F938
2149019793613372433,L1_S24_F939
8376240578408206254,L1_S24_F940
-693703278456589421,L1_S24_F942
2149019793613372433,L1_S24_F943
8376240578408206254,L1_S24_F944
-693703278456589421,L1_S24_F946
2149019793613372433,L1_S24_F947
8376240578408206254,L1_S24_F949
-693703278456589421,L1_S24_F951
2149019793613372433,L1_S24_F952
8376240578408206254,L1_S24_F954
-693703278456589421,L1_S24_F956
2149019793613372433,L1_S24_F957
8376240578408206254,L1_S24_F959
-693703278456589421,L1_S24_F961
2149019793613372433,L1_S24_F962
8376240578408206254,L1_S24_F964
-693703278456589421,L1_S24_F966
2149019793613372433,L1_S24_F967
8376240578408206254,L1_S24_F969
-693703278456589421,L1_S24_F971
2149019793613372433,L1_S24_F972
8376240578408206254,L1_S24_F974
-693703278456589421,L1_S24_F976
2149019793613372433,L1_S24_F977
8376240578408206254,L1_S24_F979
-693703278456589421,L1_S24_F981
2149019793613372433,L1_S24_F982
8376240578408206254,L1_S24_F984
-693703278456589421,L1_S24_F986
2149019793613372433,L1_S24_F987
8376240578408206254,L1_S24_F989
-693703278456589421,L1_S24_F991
2149019793613372433,L1_S24_F992
8376240578408206254,L1_S24_F994
-693703278456589421,L1_S24_F996
2149019793613372433,L1_S24_F997
-5211563090393481265,L1_S24_F1017
-5211563090393481265,L1_S24_F1019
1973647368987447239,L1_S24_F1020
-5211563090393481265,L1_S24_F1022
-5211563090393481265,L1_S24_F1024
1973647368987447239,L1_S24_F1025
-5211563090393481265,L1_S24_F1027
-5211563090393481265,L1_S24_F1029
1973647368987447239,L1_S24_F1030
-5211563090393481265,L1_S24_F1032
-5211563090393481265,L1_S24_F1034
1973647368987447239,L1_S24_F1035
-5211563090393481265,L1_S24_F1037
-5211563090393481265,L1_S24_F1039
1973647368987447239,L1_S24_F1040
-5211563090393481265,L1_S24_F1042
-5211563090393481265,L1_S24_F1044
1973647368987447239,L1_S24_F1045
-5211563090393481265,L1_S24_F1047
-5211563090393481265,L1_S24_F1049
1973647368987447239,L1_S24_F1050
-5211563090393481265,L1_S24_F1052
-5211563090393481265,L1_S24_F1054
1973647368987447239,L1_S24_F1055
-5211563090393481265,L1_S24_F1057
-5211563090393481265,L1_S24_F1059
1973647368987447239,L1_S24_F1060
-4505661217437122242,L1_S24_F1061
-1330136389336185593,L1_S24_F1063
-4147651157611151622,L1_S24_F1064
-4505661217437122242,L1_S24_F1065
-1330136389336185593,L1_S24_F1067
-4505661217437122242,L1_S24_F1069
-1330136389336185593,L1_S24_F1071
-4505661217437122242,L1_S24_F1073
-1330136389336185593,L1_S24_F1075
-4505661217437122242,L1_S24_F1076
-1330136389336185593,L1_S24_F1078
-4505661217437122242,L1_S24_F1080
-1330136389336185593,L1_S24_F1082
-4505661217437122242,L1_S24_F1084
-1330136389336185593,L1_S24_F1086
-4505661217437122242,L1_S24_F1088
-1330136389336185593,L1_S24_F1090
-4505661217437122242,L1_S24_F1091
-1330136389336185593,L1_S24_F1093
-4505661217437122242,L1_S24_F1095
-1330136389336185593,L1_S24_F1097
-4505661217437122242,L1_S24_F1099
-1330136389336185593,L1_S24_F1101
-4505661217437122242,L1_S24_F1103
-1330136389336185593,L1_S24_F1105
-4505661217437122242,L1_S24_F1107
-1330136389336185593,L1_S24_F1109
-4505661217437122242,L1_S24_F1111
-1330136389336185593,L1_S24_F1113
-8067198969612734756,L1_S24_F1114
-6532606689765121720,L1_S24_F1115
-6532606689765121720,L1_S24_F1117
-6532606689765121720,L1_S24_F1119
-6532606689765121720,L1_S24_F1121
-6532606689765121720,L1_S24_F1123
-6532606689765121720,L1_S24_F1125
-6532606689765121720,L1_S24_F1127
-6532606689765121720,L1_S24_F1129
-6532606689765121720,L1_S24_F1131
-6532606689765121720,L1_S24_F1133
8724031111498883348,L1_S24_F1136
4344893398164333367,L1_S24_F1137
8724031111498883348,L1_S24_F1139
123093566447721878,L1_S24_F1140
8724031111498883348,L1_S24_F1142
8724031111498883348,L1_S24_F1144
8724031111498883348,L1_S24_F1147
8724031111498883348,L1_S24_F1150
8724031111498883348,L1_S24_F1152
8724031111498883348,L1_S24_F1154
1000380116585995537,L1_S24_F1156
419203716770830291,L1_S24_F1157
419203716770830291,L1_S24_F1159
419203716770830291,L1_S24_F1160
-7988359972675467859,L1_S24_F1162
-7988359972675467859,L1_S24_F1164
-7988359972675467859,L1_S24_F1165
419203716770830291,L1_S24_F1167
419203716770830291,L1_S24_F1169
419203716770830291,L1_S24_F1177
419203716770830291,L1_S24_F1179
419203716770830291,L1_S24_F1181
419203716770830291,L1_S24_F1183
-5245891852168319414,L1_S24_F1185
3581256576117421028,L1_S24_F1187
-2018521466353293930,L1_S24_F1188
-5245891852168319414,L1_S24_F1189
3581256576117421028,L1_S24_F1191
-2018521466353293930,L1_S24_F1192
-5245891852168319414,L1_S24_F1193
3581256576117421028,L1_S24_F1195
-2018521466353293930,L1_S24_F1196
-5245891852168319414,L1_S24_F1198
3581256576117421028,L1_S24_F1200
-2018521466353293930,L1_S24_F1201
-5245891852168319414,L1_S24_F1203
3581256576117421028,L1_S24_F1205
-2018521466353293930,L1_S24_F1206
-5245891852168319414,L1_S24_F1208
3581256576117421028,L1_S24_F1210
-2018521466353293930,L1_S24_F1211
-5245891852168319414,L1_S24_F1213
3581256576117421028,L1_S24_F1215
-2018521466353293930,L1_S24_F1216
-5245891852168319414,L1_S24_F1217
3581256576117421028,L1_S24_F1219
-2018521466353293930,L1_S24_F1220
-5245891852168319414,L1_S24_F1221
3581256576117421028,L1_S24_F1223
-2018521466353293930,L1_S24_F1224
-5245891852168319414,L1_S24_F1226
3581256576117421028,L1_S24_F1228
-2018521466353293930,L1_S24_F1229
-5245891852168319414,L1_S24_F1231
3581256576117421028,L1_S24_F1233
-2018521466353293930,L1_S24_F1234
-5245891852168319414,L1_S24_F1236
3581256576117421028,L1_S24_F1238
-2018521466353293930,L1_S24_F1239
-5245891852168319414,L1_S24_F1241
3581256576117421028,L1_S24_F1243
-2018521466353293930,L1_S24_F1244
-5245891852168319414,L1_S24_F1246
3581256576117421028,L1_S24_F1248
-2018521466353293930,L1_S24_F1249
-5245891852168319414,L1_S24_F1251
3581256576117421028,L1_S24_F1253
-2018521466353293930,L1_S24_F1254
-5245891852168319414,L1_S24_F1256
3581256576117421028,L1_S24_F1258
-2018521466353293930,L1_S24_F1259
-5245891852168319414,L1_S24_F1261
3581256576117421028,L1_S24_F1263
-2018521466353293930,L1_S24_F1264
-5245891852168319414,L1_S24_F1266
3581256576117421028,L1_S24_F1268
-2018521466353293930,L1_S24_F1269
-5245891852168319414,L1_S24_F1271
3581256576117421028,L1_S24_F1273
-2018521466353293930,L1_S24_F1274
3989977084309251147,L1_S24_F1276
-2794580433537565158,L1_S24_F1278
-2652504669762349474,L1_S24_F1279
3989977084309251147,L1_S24_F1280
-2794580433537565158,L1_S24_F1282
-2652504669762349474,L1_S24_F1283
3989977084309251147,L1_S24_F1284
-2794580433537565158,L1_S24_F1286
-2652504669762349474,L1_S24_F1287
3989977084309251147,L1_S24_F1289
-2794580433537565158,L1_S24_F1291
-2652504669762349474,L1_S24_F1292
3989977084309251147,L1_S24_F1294
-2794580433537565158,L1_S24_F1296
-2652504669762349474,L1_S24_F1297
3989977084309251147,L1_S24_F1299
-2794580433537565158,L1_S24_F1301
-2652504669762349474,L1_S24_F1302
3989977084309251147,L1_S24_F1304
-2794580433537565158,L1_S24_F1306
-2652504669762349474,L1_S24_F1307
3989977084309251147,L1_S24_F1308
-2794580433537565158,L1_S24_F1310
-2652504669762349474,L1_S24_F1311
3989977084309251147,L1_S24_F1312
-2794580433537565158,L1_S24_F1314
-2652504669762349474,L1_S24_F1315
3989977084309251147,L1_S24_F1317
-2794580433537565158,L1_S24_F1319
-2652504669762349474,L1_S24_F1320
3989977084309251147,L1_S24_F1322
-2794580433537565158,L1_S24_F1324
-2652504669762349474,L1_S24_F1325
3989977084309251147,L1_S24_F1327
-2794580433537565158,L1_S24_F1329
-2652504669762349474,L1_S24_F1330
3989977084309251147,L1_S24_F1332
-2794580433537565158,L1_S24_F1334
-2652504669762349474,L1_S24_F1335
3989977084309251147,L1_S24_F1337
-2794580433537565158,L1_S24_F1339
-2652504669762349474,L1_S24_F1340
3989977084309251147,L1_S24_F1342
-2794580433537565158,L1_S24_F1344
-2652504669762349474,L1_S24_F1345
3989977084309251147,L1_S24_F1347
-2794580433537565158,L1_S24_F1349
-2652504669762349474,L1_S24_F1350
3989977084309251147,L1_S24_F1352
-2794580433537565158,L1_S24_F1354
-2652504669762349474,L1_S24_F1355
3989977084309251147,L1_S24_F1357
-2794580433537565158,L1_S24_F1359
-2652504669762349474,L1_S24_F1360
3989977084309251147,L1_S24_F1362
-2794580433537565158,L1_S24_F1364
-2652504669762349474,L1_S24_F1365
2056614228567987564,L1_S24_F1367
2056614228567987564,L1_S24_F1369
3694024740365144837,L1_S24_F1370
2056614228567987564,L1_S24_F1372
2056614228567987564,L1_S24_F1374
3694024740365144837,L1_S24_F1375
2056614228567987564,L1_S24_F1377
2056614228567987564,L1_S24_F1379
3694024740365144837,L1_S24_F1380
2056614228567987564,L1_S24_F1382
2056614228567987564,L1_S24_F1384
3694024740365144837,L1_S24_F1385
2056614228567987564,L1_S24_F1387
2056614228567987564,L1_S24_F1389
3694024740365144837,L1_S24_F1390
2056614228567987564,L1_S24_F1392
2056614228567987564,L1_S24_F1394
3694024740365144837,L1_S24_F1395
2056614228567987564,L1_S24_F1397
2056614228567987564,L1_S24_F1399
3694024740365144837,L1_S24_F1400
2056614228567987564,L1_S24_F1402
2056614228567987564,L1_S24_F1404
3694024740365144837,L1_S24_F1405
2056614228567987564,L1_S24_F1407
2056614228567987564,L1_S24_F1409
3694024740365144837,L1_S24_F1410
3990584306217530594,L1_S24_F1412
-1202608630717349947,L1_S24_F1414
-8099419188045990827,L1_S24_F1415
3990584306217530594,L1_S24_F1417
-1202608630717349947,L1_S24_F1419
-8099419188045990827,L1_S24_F1420
3990584306217530594,L1_S24_F1422
-1202608630717349947,L1_S24_F1424
-8099419188045990827,L1_S24_F1425
3990584306217530594,L1_S24_F1427
-1202608630717349947,L1_S24_F1429
-8099419188045990827,L1_S24_F1430
3990584306217530594,L1_S24_F1432
-1202608630717349947,L1_S24_F1434
-8099419188045990827,L1_S24_F1435
3990584306217530594,L1_S24_F1437
-1202608630717349947,L1_S24_F1439
-8099419188045990827,L1_S24_F1440
3990584306217530594,L1_S24_F1442
-1202608630717349947,L1_S24_F1444
-8099419188045990827,L1_S24_F1445
3990584306217530594,L1_S24_F1447
-1202608630717349947,L1_S24_F1449
-8099419188045990827,L1_S24_F1450
3990584306217530594,L1_S24_F1452
-1202608630717349947,L1_S24_F1454
-8099419188045990827,L1_S24_F1455
1666074887850913999,L1_S24_F1456
204759676163949970,L1_S24_F1458
-3149619383372727007,L1_S24_F1459
1666074887850913999,L1_S24_F1460
204759676163949970,L1_S24_F1462
1666074887850913999,L1_S24_F1464
204759676163949970,L1_S24_F1466
1666074887850913999,L1_S24_F1468
204759676163949970,L1_S24_F1470
1666074887850913999,L1_S24_F1471
204759676163949970,L1_S24_F1473
1666074887850913999,L1_S24_F1475
204759676163949970,L1_S24_F1477
1666074887850913999,L1_S24_F1479
