Id,Response,S32,S33,S34,cnt,Magic
745943,1,1,0,0,1,3
750180,1,1,0,0,1,3
751698,1,1,0,0,1,3
754811,1,1,0,0,1,3
755357,1,1,0,1,1,3
757674,0,1,0,0,1,3
758459,1,1,0,0,1,3
759327,1,1,0,0,1,3
760780,1,1,0,0,1,3
763851,1,1,0,0,1,3
764138,1,1,0,0,1,3
766854,1,1,0,0,1,3
772956,0,1,0,1,1,3
778200,0,1,0,0,1,3
779330,1,1,0,0,1,3
781142,1,1,0,0,1,3
784494,1,1,0,0,1,3
784677,1,1,0,0,1,3
789465,1,1,0,0,1,3
789479,1,1,0,0,1,3
790972,1,1,0,0,1,3
793882,0,1,0,0,1,3
795203,0,1,0,0,1,3
801169,0,1,0,0,1,3
802177,1,1,0,0,1,3
806160,0,1,0,0,1,3
808747,0,1,0,0,1,3
811514,0,1,0,1,1,3
814433,1,1,0,0,1,3
815957,1,1,0,0,1,3
816519,0,1,0,1,1,3
820906,1,1,0,0,1,3
820919,1,1,0,0,1,3
823070,1,1,0,0,1,3
823873,0,1,0,0,1,3
827166,1,1,0,0,1,3
829182,0,1,0,1,1,3
829827,1,1,0,0,1,3
832031,0,1,0,0,1,3
835057,0,1,0,0,1,3
843326,1,1,0,0,1,3
845221,0,1,0,1,1,3
848095,1,1,0,0,1,3
849530,1,1,0,0,1,3
851018,1,1,0,0,1,3
852438,1,1,0,0,1,3
854741,1,1,0,0,1,3
855477,1,1,0,0,1,3
856551,0,1,0,1,1,3
860077,0,1,0,0,1,3
860133,0,1,0,0,1,3
860185,1,1,0,0,1,3
861175,1,1,0,0,1,3
861658,0,1,0,0,1,3
862662,1,1,0,0,1,3
863882,1,1,0,0,1,3
864095,1,1,0,0,1,3
871106,1,1,0,0,1,3
871696,1,1,0,0,1,3
886586,1,1,0,0,1,3
887157,0,1,0,1,1,3
888932,0,1,0,0,1,3
897112,0,1,0,0,1,3
900276,0,1,0,0,1,3
905895,1,1,0,0,1,3
906396,0,1,0,0,1,3
907992,1,1,0,0,1,3
908921,0,1,0,0,1,3
911740,1,1,0,0,1,3
914063,1,1,0,0,1,3
914417,1,1,0,0,1,3
914870,1,1,0,0,1,3
916513,1,1,0,0,1,3
916831,1,1,0,0,1,3
917436,1,1,0,0,1,3
920262,0,1,0,0,1,3
921143,0,1,0,0,1,3
922790,1,1,0,1,1,3
925133,0,1,0,1,1,3
928264,0,1,0,0,1,3
928876,1,1,0,1,1,3
931509,1,1,0,0,1,3
939016,1,1,0,0,1,3
939378,1,1,0,0,1,3
941459,1,1,0,0,1,3
941796,0,1,0,0,1,3
949566,1,1,0,0,1,3
953388,0,1,0,0,1,3
954101,0,1,0,1,1,3
954257,1,1,0,0,1,3
955237,1,1,0,0,1,3
958379,1,1,0,0,1,3
960422,1,1,0,0,1,3
963631,1,1,0,1,1,3
964725,0,1,0,0,1,3
966867,1,1,0,0,1,3
970434,1,1,0,0,1,3
972015,1,1,0,1,1,3
972451,1,1,0,1,1,3
972458,0,1,0,0,1,3
972762,1,1,0,0,1,3
973071,0,1,0,0,1,3
980957,0,1,0,1,1,3
987630,0,1,0,0,1,3
987776,1,1,0,0,1,3
987828,1,1,0,0,1,3
988339,1,1,0,0,1,3
990290,1,1,0,0,1,3
991959,1,1,0,1,1,3
993510,0,1,0,0,1,3
994437,1,1,0,0,1,3
999950,1,1,0,0,1,3
1000857,1,1,0,0,1,3
1003980,1,1,0,1,1,3
1006850,0,1,0,0,1,3
1009797,1,1,0,0,1,3
1012182,1,1,0,0,1,3
1012917,0,1,0,0,1,3
1017775,1,1,0,0,1,3
1018739,1,1,0,0,1,3
1018838,1,1,0,0,1,3
1020513,1,1,0,0,1,3
1020822,1,1,0,0,1,3
1022969,1,1,0,0,1,3
1024526,1,1,0,0,1,3
1027954,1,1,0,0,1,3
1029838,0,1,0,1,1,3
1032751,1,1,0,0,1,3
1034114,0,1,0,1,1,3
1035422,1,1,0,0,1,3
1036717,1,1,0,1,1,3
1040551,1,1,0,0,1,3
1044023,0,1,0,0,1,3
1046287,1,1,0,0,1,3
1046736,1,1,0,0,1,3
1049064,1,1,0,0,1,3
1049422,1,1,0,0,1,3
1056278,0,1,0,0,1,3
1057226,1,1,0,1,1,3
1058251,0,1,0,0,1,3
1065395,1,1,0,0,1,3
1070776,1,1,0,0,1,3
1071160,1,1,0,1,1,3
1075823,1,1,0,0,1,3
1080721,1,1,0,1,1,3
1084096,1,1,0,0,1,3
1086211,1,1,0,0,1,3
1089573,0,1,0,0,1,3
1090130,1,1,0,0,1,3
1090939,1,1,0,1,1,3
1093545,0,1,0,1,1,3
1093626,0,1,0,1,1,3
1095168,1,1,0,0,1,3
1095430,1,1,0,1,1,3
1095684,0,1,0,1,1,3
1098364,1,1,0,0,1,3
1099662,1,1,0,0,1,3
1099942,1,1,0,1,1,3
1100448,1,1,0,0,1,3
1107920,1,1,0,0,1,3
1110601,0,1,0,1,1,3
1112822,1,1,0,0,1,3
1113039,0,1,0,0,1,3
1114002,1,1,0,0,1,3
1115872,1,1,0,1,1,3
1116294,1,1,0,0,1,3
1124669,0,1,0,0,1,3
1125166,1,1,0,0,1,3
1126459,1,1,0,0,1,3
1126756,1,1,0,0,1,3
1138151,0,1,0,0,1,3
1143712,1,1,0,0,1,3
1151984,1,1,0,0,1,3
1153339,0,1,0,0,1,3
1155287,0,1,0,0,1,3
1155992,1,1,0,0,1,3
1156244,0,1,0,0,1,3
1159784,1,1,0,0,1,3
1160226,1,1,0,0,1,3
1163059,1,1,0,1,1,3
1167983,1,1,0,1,1,3
1168751,1,1,0,0,1,3
1172170,1,1,0,0,1,3
1172298,1,1,0,0,1,3
1172960,1,1,0,0,1,3
1175134,1,1,0,0,1,3
1182698,0,1,0,1,1,3
1182920,1,1,0,1,1,3
1183857,1,1,0,0,1,3
1192183,1,1,0,0,1,3
1196692,0,1,0,0,1,3
1197075,1,1,0,0,1,3
1200038,0,1,0,0,1,3
1204654,0,1,0,0,1,3
1205180,1,1,0,0,1,3
1208110,1,1,0,0,1,3
1209214,1,1,0,0,1,3
1220658,1,1,0,0,1,3
1220925,1,1,0,0,1,3
1223324,0,1,0,0,1,3
1223647,1,1,0,0,1,3
1225533,1,1,0,0,1,3
1225535,1,1,0,0,1,3
1229269,1,1,0,0,1,3
1234269,1,1,0,1,1,3
1239591,0,1,0,0,1,3
1240826,1,1,0,0,1,3
1244389,0,1,0,0,1,3
1245741,0,1,0,1,1,3
1246785,1,1,0,0,1,3
1247595,1,1,0,0,1,3
1247620,0,1,0,0,1,3
1249388,1,1,0,0,1,3
1250027,0,1,0,0,1,3
1251858,1,1,0,0,1,3
1252712,0,1,0,0,1,3
1256571,1,1,0,0,1,3
1258551,1,1,0,0,1,3
1260463,1,1,0,0,1,3
1261245,1,1,0,0,1,3
1262592,1,1,0,1,1,3
1263192,1,1,0,0,1,3
1271379,0,1,0,0,1,3
1279257,1,1,0,0,1,3
1286687,1,1,0,0,1,3
1286966,1,1,0,0,1,3
1288095,1,1,0,0,1,3
1290805,1,1,0,1,1,3
1291050,1,1,0,0,1,3
1291753,1,1,0,0,1,3
1293481,1,1,0,0,1,3
1293687,1,1,0,0,1,3
1296785,0,1,0,0,1,3
1297297,0,1,0,0,1,3
1298706,0,1,0,0,1,3
1301501,1,1,0,0,1,3
1303476,0,1,0,0,1,3
1306879,1,1,0,0,1,3
1308996,1,1,0,0,1,3
1310948,1,1,0,0,1,3
1312555,0,1,0,0,1,3
1314735,1,1,0,0,1,3
1317818,0,1,0,1,1,3
1321330,1,1,0,0,1,3
1323982,1,1,0,0,1,3
1330861,1,1,0,1,1,3
1337648,1,1,0,0,1,3
1338385,1,1,0,1,1,3
1339970,1,1,0,0,1,3
1340090,0,1,0,0,1,3
1342086,1,1,0,0,1,3
1342986,1,1,0,0,1,3
1346443,0,1,0,0,1,3
1346485,1,1,0,0,1,3
1348869,1,1,0,0,1,3
1350827,0,1,0,0,1,3
1352063,1,1,0,0,1,3
1355372,0,1,0,1,1,3
1357596,1,1,0,0,1,3
1358357,0,1,0,1,1,3
1359564,1,1,0,0,1,3
1363436,1,1,0,0,1,3
1373622,1,1,0,0,1,3
1377249,1,1,0,1,1,3
1377874,1,1,0,0,1,3
1380804,0,1,0,0,1,3
1383272,1,1,0,0,1,3
1384559,0,1,0,0,1,3
1387388,0,1,0,1,1,3
1388198,1,1,0,1,1,3
1390256,0,1,0,0,1,3
1390734,1,1,0,1,1,3
1391217,1,1,0,0,1,3
1393217,0,1,0,0,1,3
1394345,1,1,0,0,1,3
1397479,1,1,0,0,1,3
1399083,1,1,0,0,1,3
1401536,0,1,0,0,1,3
1402460,1,1,0,1,1,3
1404511,0,1,0,1,1,3
1408356,0,1,0,0,1,3
1409155,1,1,0,0,1,3
1410316,1,1,0,0,1,3
1413386,1,1,0,1,1,3
1414814,1,1,0,0,1,3
1418656,1,1,0,0,1,3
1419310,0,1,0,0,1,3
1421346,0,1,0,1,1,3
1429679,1,1,0,1,1,3
1431146,0,1,0,1,1,3
1433633,0,1,0,0,1,3
1445779,1,1,0,0,1,3
1447866,1,1,0,0,1,3
1447956,0,1,0,1,1,3
1448180,1,1,0,1,1,3
1448207,1,1,0,1,1,3
1448867,0,1,0,1,1,3
1449229,1,1,0,0,1,3
1451077,1,1,0,0,1,3
1451395,0,1,0,1,1,3
1451741,1,1,0,0,1,3
1462786,0,1,0,1,1,3
1468843,1,1,0,0,1,3
1470119,1,1,0,0,1,3
1475458,1,1,0,0,1,3
1478808,0,1,0,0,1,3
1479532,1,1,0,0,1,3
1482083,0,1,0,0,1,3
1482317,1,1,0,0,1,3
1482708,1,1,0,0,1,3
1483538,1,1,0,0,1,3
1485618,1,1,0,0,1,3
1491962,0,1,0,0,1,3
1494496,1,1,0,0,1,3
1500968,1,1,0,0,1,3
1504906,1,1,0,1,1,3
1505878,0,1,0,0,1,3
1512306,0,1,0,0,1,3
1513619,1,1,0,0,1,3
1516278,1,1,0,0,1,3
1518910,0,1,0,0,1,3
1520409,1,1,0,0,1,3
1520995,1,1,0,0,1,3
1522927,0,1,0,0,1,3
1522942,1,1,0,0,1,3
1523850,1,1,0,0,1,3
1525770,1,1,0,0,1,3
1526210,0,1,0,0,1,3
1526689,0,1,0,1,1,3
1531607,0,1,0,0,1,3
1542059,1,1,0,1,1,3
1542193,1,1,0,0,1,3
1544073,0,1,0,1,1,3
1551180,1,1,0,0,1,3
1552260,1,1,0,0,1,3
1555593,1,1,0,0,1,3
1563570,1,1,0,0,1,3
1565134,0,1,0,1,1,3
1565926,0,1,0,1,1,3
1567988,1,1,0,0,1,3
1572181,1,1,0,0,1,3
1573493,1,1,0,0,1,3
1573542,0,1,0,0,1,3
1573744,1,1,0,0,1,3
1573787,1,1,0,0,1,3
1576337,1,1,0,1,1,3
1579768,1,1,0,0,1,3
1580711,1,1,0,0,1,3
1581554,1,1,0,0,1,3
1581657,0,1,0,0,1,3
1584392,1,1,0,0,1,3
1585403,1,1,0,0,1,3
1591008,1,1,0,1,1,3
1595290,1,1,0,0,1,3
1595860,1,1,0,0,1,3
1600407,1,1,0,0,1,3
1601769,1,1,0,0,1,3
1602253,0,1,0,1,1,3
1604801,1,1,0,0,1,3
1609633,1,1,0,0,1,3
1609966,1,1,0,0,1,3
1612021,1,1,0,0,1,3
1617717,1,1,0,0,1,3
1617733,1,1,0,0,1,3
1619235,0,1,0,0,1,3
1621489,1,1,0,1,1,3
1621705,1,1,0,0,1,3
1623602,1,1,0,0,1,3
1626047,1,1,0,1,1,3
1627909,1,1,0,0,1,3
1630236,1,1,0,0,1,3
1633094,0,1,0,1,1,3
1634138,1,1,0,0,1,3
1637054,1,1,0,0,1,3
1644059,1,1,0,0,1,3
1653445,1,1,0,0,1,3
1653796,1,1,0,0,1,3
1657258,1,1,0,0,1,3
1657833,1,1,0,0,1,3
1658191,1,1,0,0,1,3
1659109,1,1,0,1,1,3
1659461,1,1,0,0,1,3
1665092,0,1,0,0,1,3
1667471,0,1,0,1,1,3
1676417,1,1,0,0,1,3
1677802,1,1,0,0,1,3
1679001,0,1,0,1,1,3
1685295,0,1,0,0,1,3
1686308,1,1,0,0,1,3
1686397,1,1,0,0,1,3
1687011,1,1,0,0,1,3
1688719,1,1,0,0,1,3
1689186,1,1,0,0,1,3
1699727,1,1,0,0,1,3
1702138,1,1,0,0,1,3
1705718,1,1,0,1,1,3
1709784,1,1,0,0,1,3
1710741,1,1,0,1,1,3
1714644,1,1,0,0,1,3
1715073,1,1,0,0,1,3
1717862,1,1,0,0,1,3
1719993,0,1,0,0,1,3
1722101,0,1,0,1,1,3
1722604,1,1,0,0,1,3
1724985,1,1,0,1,1,3
1728843,0,1,0,0,1,3
1729569,0,1,0,1,1,3
1732235,1,1,0,0,1,3
1733471,1,1,0,0,1,3
1737768,1,1,0,0,1,3
1744497,1,1,0,0,1,3
1752300,1,1,0,1,1,3
1754314,1,1,0,0,1,3
1756721,1,1,0,0,1,3
1756853,1,1,0,1,1,3
1760425,1,1,0,0,1,3
1760898,1,1,0,1,1,3
1770885,0,1,0,0,1,3
1771448,1,1,0,1,1,3
1772172,1,1,0,0,1,3
1773177,0,1,0,0,1,3
1775711,1,1,0,1,1,3
1776816,1,1,0,0,1,3
1777340,1,1,0,0,1,3
1781097,0,1,0,0,1,3
1782913,1,1,0,0,1,3
1784281,1,1,0,1,1,3
1787820,1,1,0,1,1,3
1789240,1,1,0,0,1,3
1789466,1,1,0,0,1,3
1794775,0,1,0,1,1,3
1797752,1,1,0,0,1,3
1800298,0,1,0,0,1,3
1802326,1,1,0,0,1,3
1803063,0,1,0,0,1,3
1807050,1,1,0,0,1,3
1811763,1,1,0,1,1,3
1812301,0,1,0,0,1,3
1813256,0,1,0,1,1,3
1814034,0,1,0,1,1,3
1815673,0,1,0,1,1,3
1818854,1,1,0,0,1,3
1824572,0,1,0,1,1,3
1831197,1,1,0,1,1,3
1833155,1,1,0,1,1,3
1834206,1,1,0,1,1,3
1837492,1,1,0,0,1,3
1841388,0,1,0,0,1,3
1847661,0,1,0,0,1,3
1852173,1,1,0,0,1,3
1855455,1,1,0,0,1,3
1858009,1,1,0,0,1,3
1861040,1,1,0,0,1,3
1867834,1,1,0,0,1,3
1869421,1,1,0,0,1,3
1873405,1,1,0,0,1,3
1873692,1,1,0,1,1,3
1877697,1,1,0,1,1,3
1877996,1,1,0,0,1,3
1880010,1,1,0,0,1,3
1880631,1,1,0,1,1,3
1884874,1,1,0,0,1,3
1887832,1,1,0,0,1,3
1891108,0,1,0,0,1,3
1893049,0,1,0,0,1,3
1893513,0,1,0,1,1,3
1894882,0,1,0,0,1,3
1895001,1,1,0,0,1,3
1898440,1,1,0,0,1,3
1905514,1,1,0,0,1,3
1906297,0,1,0,0,1,3
1910607,1,1,0,0,1,3
1916362,1,1,0,0,1,3
1917286,1,1,0,0,1,3
1921470,1,1,0,0,1,3
1926018,1,1,0,0,1,3
1927217,0,1,0,1,1,3
1927903,1,1,0,0,1,3
1928831,1,1,0,0,1,3
1932803,0,1,0,0,1,3
1933894,1,1,0,0,1,3
1934265,1,1,0,0,1,3
1936258,0,1,0,1,1,3
1939887,0,1,0,0,1,3
1940230,1,1,0,1,1,3
1951204,0,1,0,1,1,3
1954974,0,1,0,0,1,3
1956466,1,1,0,0,1,3
1957251,0,1,0,0,1,3
1958816,0,1,0,0,1,3
1959638,1,1,0,0,1,3
1962334,0,1,0,0,1,3
1963170,0,1,0,0,1,3
1963851,1,1,0,1,1,3
1969555,0,1,0,0,1,3
1972530,1,1,0,0,1,3
1973959,0,1,0,1,1,3
1974241,1,1,0,0,1,3
1975321,1,1,0,0,1,3
1975714,1,1,0,0,1,3
1977134,1,1,0,0,1,3
1978566,1,1,0,0,1,3
1979017,0,1,0,0,1,3
1984711,1,1,0,1,1,3
1985062,1,1,0,1,1,3
1986168,1,1,0,0,1,3
1987683,0,1,0,0,1,3
1991277,1,1,0,0,1,3
1993911,1,1,0,0,1,3
2001217,1,1,0,0,1,3
2010240,1,1,0,0,1,3
2010503,1,1,0,0,1,3
2012343,1,1,0,0,1,3
2014090,1,1,0,0,1,3
2014762,1,1,0,0,1,3
2014834,0,1,0,0,1,3
2015680,1,1,0,0,1,3
2018571,0,1,0,0,1,3
2022958,1,1,0,0,1,3
2028097,1,1,0,0,1,3
2028717,1,1,0,1,1,3
2031131,0,1,0,0,1,3
2032234,0,1,0,0,1,3
2033689,0,1,0,1,1,3
2034437,1,1,0,0,1,3
2034871,0,1,0,0,1,3
2037590,1,1,0,0,1,3
2041895,1,1,0,0,1,3
2042182,1,1,0,1,1,3
2042222,1,1,0,0,1,3
2042552,0,1,0,0,1,3
2042886,1,1,0,0,1,3
2043178,1,1,0,1,1,3
2043733,1,1,0,0,1,3
2043790,0,1,0,0,1,3
2046743,1,1,0,0,1,3
2047876,1,1,0,0,1,3
2050304,1,1,0,1,1,3
2054638,1,1,0,0,1,3
2056229,1,1,0,0,1,3
2056518,0,1,0,0,1,3
2056585,1,1,0,0,1,3
2060838,1,1,0,0,1,3
2064742,1,1,0,1,1,3
2064862,1,1,0,0,1,3
2067083,1,1,0,1,1,3
2067446,0,1,0,1,1,3
2068877,1,1,0,0,1,3
2075388,0,1,0,0,1,3
2078894,0,1,0,1,1,3
2079769,1,1,0,0,1,3
2080530,1,1,0,0,1,3
2083489,1,1,0,1,1,3
2083643,1,1,0,0,1,3
2083814,1,1,0,0,1,3
2084008,0,1,0,0,1,3
2090695,1,1,0,0,1,3
2093156,1,1,0,0,1,3
2093550,0,1,0,0,1,3
2094165,0,1,0,0,1,3
2094649,0,1,0,0,1,3
2094677,1,1,0,0,1,3
2097125,0,1,0,1,1,3
2098333,1,1,0,0,1,3
2100820,0,1,0,0,1,3
2114250,1,1,0,0,1,3
2115321,0,1,0,0,1,3
2119212,1,1,0,0,1,3
2120637,0,1,0,1,1,3
2126411,1,1,0,0,1,3
2133875,1,1,0,1,1,3
2136882,1,1,0,0,1,3
2139086,0,1,0,1,1,3
2139205,0,1,0,1,1,3
2139418,0,1,0,0,1,3
2139966,1,1,0,1,1,3
2144315,0,1,0,1,1,3
2146928,1,1,0,0,1,3
2148427,1,1,0,0,1,3
2151909,1,1,0,0,1,3
2152562,0,1,0,0,1,3
2153928,0,1,0,1,1,3
2154746,1,1,0,0,1,3
2156871,0,1,0,0,1,3
2162817,1,1,0,0,1,3
2163191,1,1,0,0,1,3
2167240,1,1,0,0,1,3
2176918,1,1,0,0,1,3
2179278,1,1,0,0,1,3
2180307,1,1,0,0,1,3
2181248,1,1,0,1,1,3
2183505,0,1,0,0,1,3
2186073,1,1,0,0,1,3
2187669,0,1,0,0,1,3
2188432,0,1,0,0,1,3
2194248,1,1,0,0,1,3
2196190,1,1,0,0,1,3
2198223,0,1,0,0,1,3
2199831,0,1,0,0,1,3
2200314,1,1,0,0,1,3
2200353,1,1,0,0,1,3
2200558,1,1,0,0,1,3
2201039,1,1,0,0,1,3
2202744,0,1,0,1,1,3
2203270,1,1,0,0,1,3
2204881,1,1,0,0,1,3
2212164,0,1,0,1,1,3
2213816,0,1,0,0,1,3
2214989,1,1,0,0,1,3
2215574,1,1,0,0,1,3
2218361,1,1,0,0,1,3
2223931,1,1,0,0,1,3
2226650,0,1,0,0,1,3
2233267,0,1,0,1,1,3
2233761,1,1,0,0,1,3
2234599,1,1,0,0,1,3
2238294,1,1,0,1,1,3
2241876,1,1,0,0,1,3
2243255,1,1,0,1,1,3
