Id,S32,S33,S34,cnt,Magic
344572,1,0,1,1,3
344655,1,0,1,1,3
345577,1,0,1,1,3
346998,1,0,0,1,3
348472,1,0,1,1,3
351170,1,0,1,1,3
351226,1,0,0,1,3
352726,1,0,0,1,3
353557,1,0,0,1,3
353951,1,0,1,1,3
356278,1,0,1,1,3
358970,1,0,1,1,3
359826,1,0,1,1,3
361038,1,0,0,1,3
367246,1,0,1,1,3
369700,1,0,0,1,3
373263,1,0,0,1,3
375844,1,0,1,1,3
379513,1,0,0,1,3
381364,1,0,1,1,3
391153,1,0,1,1,3
392207,1,0,0,1,3
395674,1,0,1,1,3
396595,1,0,0,1,3
399507,1,0,0,1,3
401586,1,0,0,1,3
402830,1,0,0,1,3
403404,1,0,0,1,3
404136,1,0,0,1,3
405955,1,0,0,1,3
407605,1,0,1,1,3
408373,1,0,1,1,3
410903,1,0,0,1,3
421598,1,0,0,1,3
424067,1,0,0,1,3
426964,1,0,0,1,3
434454,1,0,0,1,3
434782,1,0,0,1,3
437745,1,0,0,1,3
437800,1,0,0,1,3
439493,1,0,0,1,3
440945,1,0,0,1,3
441157,1,0,0,1,3
441965,1,0,0,1,3
442909,1,0,0,1,3
447643,1,0,0,1,3
448424,1,0,1,1,3
448483,1,0,1,1,3
450990,1,0,1,1,3
454590,1,0,0,1,3
455534,1,0,0,1,3
455807,1,0,1,1,3
456357,1,0,0,1,3
459101,1,0,0,1,3
459444,1,0,0,1,3
459729,1,0,0,1,3
462359,1,0,0,1,3
462724,1,0,0,1,3
464877,1,0,0,1,3
468674,1,0,0,1,3
474542,1,0,0,1,3
478954,1,0,0,1,3
479243,1,0,0,1,3
479663,1,0,0,1,3
485039,1,0,0,1,3
485461,1,0,0,1,3
486803,1,0,1,1,3
486906,1,0,0,1,3
489269,1,0,0,1,3
491306,1,0,0,1,3
491388,1,0,0,1,3
496866,1,0,1,1,3
498832,1,0,0,1,3
498909,1,0,0,1,3
505340,1,0,0,1,3
512509,1,0,0,1,3
513565,1,0,0,1,3
521900,1,0,1,1,3
524718,1,0,0,1,3
525464,1,0,0,1,3
527564,1,0,0,1,3
536002,1,0,0,1,3
538082,1,0,0,1,3
538451,1,0,0,1,3
539596,1,0,0,1,3
544329,1,0,0,1,3
544553,1,0,0,1,3
547541,1,0,0,1,3
551453,1,0,0,1,3
552308,1,0,0,1,3
556177,1,0,0,1,3
558346,1,0,0,1,3
559673,1,0,0,1,3
568447,1,0,0,1,3
573114,1,0,1,1,3
580176,1,0,1,1,3
584473,1,0,0,1,3
584802,1,0,0,1,3
586678,1,0,1,1,3
595367,1,0,0,1,3
597626,1,0,0,1,3
600655,1,0,0,1,3
603546,1,0,0,1,3
611377,1,0,0,1,3
615366,1,0,0,1,3
615974,1,0,0,1,3
616477,1,0,0,1,3
618415,1,0,1,1,3
620298,1,0,0,1,3
621245,1,0,0,1,3
621646,1,0,0,1,3
623129,1,0,0,1,3
626712,1,0,0,1,3
636606,1,0,0,1,3
638124,1,0,0,1,3
639045,1,0,0,1,3
639091,1,0,0,1,3
640685,1,0,0,1,3
644423,1,0,0,1,3
644626,1,0,0,1,3
644938,1,0,0,1,3
646448,1,0,0,1,3
649254,1,0,0,1,3
657495,1,0,0,1,3
658731,1,0,0,1,3
659177,1,0,0,1,3
659925,1,0,0,1,3
660509,1,0,1,1,3
662180,1,0,0,1,3
663323,1,0,0,1,3
665555,1,0,0,1,3
665749,1,0,1,1,3
668298,1,0,0,1,3
668421,1,0,0,1,3
670590,1,0,0,1,3
672752,1,0,0,1,3
674275,1,0,0,1,3
674338,1,0,1,1,3
675534,1,0,0,1,3
677361,1,0,1,1,3
680199,1,0,0,1,3
686823,1,0,0,1,3
691857,1,0,1,1,3
693297,1,0,0,1,3
693373,1,0,0,1,3
693507,1,0,0,1,3
698209,1,0,1,1,3
698481,1,0,0,1,3
698707,1,0,0,1,3
699147,1,0,0,1,3
699483,1,0,1,1,3
700938,1,0,0,1,3
701675,1,0,0,1,3
707633,1,0,0,1,3
709696,1,0,1,1,3
711950,1,0,0,1,3
715716,1,0,0,1,3
716278,1,0,1,1,3
718691,1,0,0,1,3
723640,1,0,0,1,3
725811,1,0,0,1,3
727637,1,0,0,1,3
731892,1,0,0,1,3
732644,1,0,0,1,3
738076,1,0,0,1,3
740736,1,0,0,1,3
741898,1,0,0,1,3
741954,1,0,0,1,3
742816,1,0,1,1,3
743203,1,0,1,1,3
747717,1,0,0,1,3
750986,1,0,0,1,3
755016,1,0,0,1,3
755039,1,0,0,1,3
758636,1,0,0,1,3
761020,1,0,0,1,3
762148,1,0,0,1,3
762297,1,0,1,1,3
762362,1,0,0,1,3
762867,1,0,1,1,3
765480,1,0,1,1,3
774307,1,0,1,1,3
774347,1,0,0,1,3
774986,1,0,0,1,3
775726,1,0,0,1,3
778305,1,0,0,1,3
778964,1,0,1,1,3
779573,1,0,1,1,3
781330,1,0,0,1,3
782381,1,0,0,1,3
787069,1,0,0,1,3
790609,1,0,1,1,3
792599,1,0,0,1,3
794617,1,0,0,1,3
795051,1,0,0,1,3
799588,1,0,1,1,3
799882,1,0,0,1,3
803544,1,0,0,1,3
805664,1,0,0,1,3
807387,1,0,0,1,3
809739,1,0,0,1,3
812025,1,0,0,1,3
812587,1,0,0,1,3
814154,1,0,0,1,3
818074,1,0,0,1,3
819950,1,0,1,1,3
820740,1,0,0,1,3
825204,1,0,1,1,3
826945,1,0,0,1,3
828233,1,0,0,1,3
831056,1,0,0,1,3
832585,1,0,0,1,3
833478,1,0,0,1,3
835909,1,0,0,1,3
838380,1,0,1,1,3
840015,1,0,0,1,3
841616,1,0,1,1,3
842861,1,0,1,1,3
843905,1,0,0,1,3
849618,1,0,0,1,3
849898,1,0,0,1,3
850850,1,0,1,1,3
853067,1,0,0,1,3
853235,1,0,0,1,3
855369,1,0,0,1,3
857156,1,0,0,1,3
857979,1,0,0,1,3
864244,1,0,0,1,3
865677,1,0,0,1,3
866010,1,0,1,1,3
866818,1,0,0,1,3
868324,1,0,0,1,3
873127,1,0,0,1,3
873219,1,0,0,1,3
876475,1,0,1,1,3
878631,1,0,0,1,3
879181,1,0,0,1,3
881263,1,0,0,1,3
882651,1,0,0,1,3
883877,1,0,0,1,3
885331,1,0,0,1,3
885656,1,0,0,1,3
885925,1,0,0,1,3
890089,1,0,0,1,3
894636,1,0,1,1,3
895127,1,0,0,1,3
899931,1,0,0,1,3
900879,1,0,1,1,3
908162,1,0,0,1,3
909158,1,0,1,1,3
914988,1,0,0,1,3
917004,1,0,0,1,3
917348,1,0,0,1,3
917407,1,0,0,1,3
922417,1,0,0,1,3
932546,1,0,1,1,3
933007,1,0,0,1,3
934196,1,0,1,1,3
934431,1,0,1,1,3
935314,1,0,0,1,3
935828,1,0,0,1,3
937860,1,0,0,1,3
939856,1,0,0,1,3
941890,1,0,0,1,3
942677,1,0,0,1,3
942846,1,0,0,1,3
944525,1,0,0,1,3
945181,1,0,0,1,3
945764,1,0,0,1,3
946945,1,0,1,1,3
948280,1,0,0,1,3
948454,1,0,0,1,3
949716,1,0,0,1,3
951154,1,0,1,1,3
955200,1,0,0,1,3
956769,1,0,0,1,3
958787,1,0,0,1,3
959997,1,0,0,1,3
963020,1,0,1,1,3
965845,1,0,0,1,3
966662,1,0,0,1,3
968288,1,0,0,1,3
971919,1,0,0,1,3
971987,1,0,0,1,3
977100,1,0,0,1,3
977675,1,0,0,1,3
978968,1,0,0,1,3
986725,1,0,0,1,3
991335,1,0,0,1,3
998855,1,0,0,1,3
1002162,1,0,0,1,3
1002320,1,0,0,1,3
1004620,1,0,1,1,3
1006304,1,0,0,1,3
1008617,1,0,0,1,3
1016885,1,0,0,1,3
1019280,1,0,0,1,3
1021745,1,0,0,1,3
1024566,1,0,0,1,3
1027769,1,0,0,1,3
1030167,1,0,0,1,3
1034342,1,0,1,1,3
1036156,1,0,0,1,3
1037312,1,0,0,1,3
1040968,1,0,0,1,3
1044596,1,0,0,1,3
1046085,1,0,0,1,3
1048897,1,0,0,1,3
1050831,1,0,0,1,3
1053396,1,0,0,1,3
1054371,1,0,0,1,3
1060175,1,0,0,1,3
1061683,1,0,1,1,3
1061716,1,0,1,1,3
1062046,1,0,0,1,3
1062531,1,0,1,1,3
1066910,1,0,0,1,3
1069025,1,0,0,1,3
1072347,1,0,1,1,3
1073615,1,0,0,1,3
1074789,1,0,0,1,3
1075957,1,0,0,1,3
1080098,1,0,0,1,3
1081236,1,0,0,1,3
1083086,1,0,0,1,3
1084630,1,0,1,1,3
1085333,1,0,0,1,3
1090405,1,0,0,1,3
1092537,1,0,1,1,3
1093017,1,0,0,1,3
1093828,1,0,0,1,3
1094675,1,0,0,1,3
1095283,1,0,0,1,3
1099411,1,0,1,1,3
1101757,1,0,0,1,3
1102146,1,0,0,1,3
1102375,1,0,1,1,3
1103109,1,0,1,1,3
1103937,1,0,0,1,3
1105057,1,0,0,1,3
1106571,1,0,0,1,3
1106922,1,0,0,1,3
1106988,1,0,0,1,3
1111744,1,0,0,1,3
1115901,1,0,0,1,3
1116162,1,0,0,1,3
1117022,1,0,0,1,3
1119039,1,0,0,1,3
1119737,1,0,0,1,3
1122147,1,0,1,1,3
1122713,1,0,1,1,3
1123454,1,0,0,1,3
1124048,1,0,0,1,3
1125734,1,0,0,1,3
1126101,1,0,0,1,3
1126961,1,0,0,1,3
1130199,1,0,0,1,3
1133152,1,0,0,1,3
1133429,1,0,0,1,3
1133591,1,0,1,1,3
1136744,1,0,1,1,3
1142502,1,0,0,1,3
1145627,1,0,1,1,3
1147975,1,0,0,1,3
1148540,1,0,0,1,3
1148577,1,0,0,1,3
1150802,1,0,0,1,3
1154807,1,0,0,1,3
1154853,1,0,0,1,3
1155707,1,0,1,1,3
1156704,1,0,0,1,3
1158391,1,0,0,1,3
1159876,1,0,1,1,3
1160603,1,0,0,1,3
1161513,1,0,0,1,3
1162624,1,0,1,1,3
1164343,1,0,0,1,3
1164653,1,0,0,1,3
1165990,1,0,1,1,3
1168273,1,0,1,1,3
1174008,1,0,1,1,3
1175010,1,0,0,1,3
1175236,1,0,0,1,3
1175412,1,0,0,1,3
1175739,1,0,0,1,3
1177592,1,0,0,1,3
1179250,1,0,0,1,3
1183233,1,0,0,1,3
1185090,1,0,0,1,3
1185508,1,0,0,1,3
1185784,1,0,1,1,3
1186230,1,0,0,1,3
1189298,1,0,0,1,3
1191586,1,0,1,1,3
1192987,1,0,1,1,3
1193658,1,0,0,1,3
1194350,1,0,1,1,3
1195566,1,0,0,1,3
1197059,1,0,0,1,3
1199752,1,0,0,1,3
1201567,1,0,0,1,3
1203157,1,0,0,1,3
1203692,1,0,0,1,3
1207145,1,0,1,1,3
1211505,1,0,0,1,3
1212546,1,0,0,1,3
1213475,1,0,1,1,3
1214860,1,0,0,1,3
1220786,1,0,0,1,3
1221173,1,0,1,1,3
1226908,1,0,0,1,3
1231749,1,0,0,1,3
1232632,1,0,0,1,3
1233468,1,0,1,1,3
1233476,1,0,0,1,3
1234096,1,0,0,1,3
1237048,1,0,0,1,3
1237759,1,0,0,1,3
1238906,1,0,0,1,3
1243471,1,0,0,1,3
1243936,1,0,0,1,3
1246738,1,0,0,1,3
1248512,1,0,1,1,3
1251535,1,0,0,1,3
1254715,1,0,0,1,3
1259188,1,0,0,1,3
1259391,1,0,0,1,3
1259943,1,0,0,1,3
1260937,1,0,0,1,3
1261351,1,0,0,1,3
1261471,1,0,0,1,3
1262118,1,0,0,1,3
1262848,1,0,0,1,3
1263381,1,0,0,1,3
1264200,1,0,0,1,3
1267658,1,0,1,1,3
1268248,1,0,0,1,3
1270853,1,0,0,1,3
1271300,1,0,1,1,3
1271363,1,0,0,1,3
1271614,1,0,0,1,3
1272278,1,0,0,1,3
1272707,1,0,0,1,3
1275637,1,0,0,1,3
1277747,1,0,0,1,3
1286048,1,0,0,1,3
1288221,1,0,0,1,3
1289808,1,0,0,1,3
1291621,1,0,0,1,3
1293036,1,0,0,1,3
1293612,1,0,0,1,3
1295013,1,0,1,1,3
1295504,1,0,0,1,3
1296093,1,0,0,1,3
1299079,1,0,0,1,3
1299730,1,0,0,1,3
1301023,1,0,0,1,3
1308693,1,0,0,1,3
1311103,1,0,0,1,3
1313809,1,0,0,1,3
1318227,1,0,0,1,3
1318801,1,0,0,1,3
1319219,1,0,0,1,3
1319370,1,0,0,1,3
1319701,1,0,0,1,3
1319907,1,0,0,1,3
1320565,1,0,0,1,3
1320892,1,0,1,1,3
1326590,1,0,0,1,3
1326640,1,0,0,1,3
1328153,1,0,0,1,3
1328399,1,0,0,1,3
1328511,1,0,0,1,3
1332515,1,0,0,1,3
1333988,1,0,0,1,3
1335425,1,0,0,1,3
1337159,1,0,1,1,3
1338518,1,0,0,1,3
1340226,1,0,0,1,3
1345317,1,0,0,1,3
1354346,1,0,0,1,3
1355801,1,0,0,1,3
1356047,1,0,0,1,3
1358742,1,0,1,1,3
1363177,1,0,1,1,3
1364300,1,0,1,1,3
1365702,1,0,0,1,3
1370192,1,0,0,1,3
1370742,1,0,0,1,3
1370855,1,0,1,1,3
1374913,1,0,0,1,3
1385444,1,0,0,1,3
1388484,1,0,0,1,3
1391811,1,0,0,1,3
1392512,1,0,0,1,3
1393580,1,0,1,1,3
1396927,1,0,1,1,3
1397301,1,0,0,1,3
1398801,1,0,0,1,3
1398999,1,0,1,1,3
1399230,1,0,1,1,3
1402201,1,0,0,1,3
1402447,1,0,0,1,3
1402917,1,0,1,1,3
1406202,1,0,1,1,3
1407610,1,0,0,1,3
1408177,1,0,0,1,3
1408673,1,0,1,1,3
1409134,1,0,0,1,3
1418979,1,0,0,1,3
1422456,1,0,1,1,3
1425623,1,0,1,1,3
1426280,1,0,0,1,3
1427518,1,0,0,1,3
1430223,1,0,0,1,3
1434370,1,0,0,1,3
1437425,1,0,0,1,3
1437498,1,0,0,1,3
1445791,1,0,0,1,3
1448439,1,0,0,1,3
1450018,1,0,0,1,3
1454770,1,0,0,1,3
1463942,1,0,0,1,3
1466002,1,0,0,1,3
1468754,1,0,1,1,3
1476920,1,0,0,1,3
1478862,1,0,0,1,3
1482102,1,0,0,1,3
1487952,1,0,0,1,3
1490362,1,0,0,1,3
1491545,1,0,0,1,3
1493256,1,0,0,1,3
1495478,1,0,1,1,3
1495494,1,0,1,1,3
1502339,1,0,0,1,3
1503853,1,0,0,1,3
1505435,1,0,0,1,3
1505874,1,0,1,1,3
1506584,1,0,1,1,3
1508442,1,0,1,1,3
1509545,1,0,0,1,3
1510775,1,0,0,1,3
1511239,1,0,1,1,3
1511353,1,0,1,1,3
1514196,1,0,1,1,3
1514245,1,0,0,1,3
1515896,1,0,0,1,3
1518985,1,0,0,1,3
1520213,1,0,0,1,3
1521669,1,0,1,1,3
1524632,1,0,0,1,3
1528251,1,0,0,1,3
1531107,1,0,0,1,3
1534949,1,0,0,1,3
1535327,1,0,0,1,3
1541084,1,0,0,1,3
1541562,1,0,0,1,3
1542921,1,0,0,1,3
1548903,1,0,1,1,3
1548905,1,0,1,1,3
1550257,1,0,1,1,3
1553154,1,0,0,1,3
1557621,1,0,0,1,3
1557674,1,0,0,1,3
1558038,1,0,0,1,3
1558377,1,0,0,1,3
1564563,1,0,0,1,3
1566369,1,0,0,1,3
1566448,1,0,0,1,3
1569548,1,0,0,1,3
1574217,1,0,0,1,3
1576821,1,0,0,1,3
1581639,1,0,1,1,3
1585712,1,0,0,1,3
1588728,1,0,0,1,3
1588960,1,0,1,1,3
1592120,1,0,0,1,3
1600121,1,0,0,1,3
1601934,1,0,1,1,3
1602117,1,0,1,1,3
1602785,1,0,0,1,3
1603432,1,0,0,1,3
1604395,1,0,1,1,3
1604876,1,0,0,1,3
1607397,1,0,1,1,3
1608076,1,0,0,1,3
1609466,1,0,0,1,3
1611967,1,0,0,1,3
1613421,1,0,0,1,3
1615958,1,0,0,1,3
1618952,1,0,0,1,3
1619807,1,0,0,1,3
1620743,1,0,0,1,3
1628895,1,0,1,1,3
1630954,1,0,1,1,3
1635270,1,0,1,1,3
1636209,1,0,0,1,3
1641841,1,0,0,1,3
1642045,1,0,0,1,3
1648740,1,0,0,1,3
1660507,1,0,0,1,3
1660753,1,0,0,1,3
1661361,1,0,0,1,3
1662794,1,0,1,1,3
1667716,1,0,0,1,3
1668661,1,0,0,1,3
1669517,1,0,1,1,3
1672104,1,0,0,1,3
1676520,1,0,0,1,3
1676862,1,0,0,1,3
1680464,1,0,0,1,3
1682418,1,0,1,1,3
1686358,1,0,0,1,3
1688595,1,0,0,1,3
1689068,1,0,1,1,3
1696354,1,0,1,1,3
1697505,1,0,0,1,3
1698239,1,0,0,1,3
1698400,1,0,0,1,3
1699238,1,0,0,1,3
1701696,1,0,0,1,3
1702026,1,0,0,1,3
1703989,1,0,0,1,3
1705216,1,0,0,1,3
1713074,1,0,1,1,3
1716381,1,0,0,1,3
1723742,1,0,0,1,3
1725873,1,0,0,1,3
1725968,1,0,1,1,3
1727423,1,0,0,1,3
1733743,1,0,0,1,3
1740641,1,0,0,1,3
1741938,1,0,0,1,3
1742069,1,0,1,1,3
1742342,1,0,0,1,3
1742535,1,0,1,1,3
1743530,1,0,0,1,3
1744915,1,0,0,1,3
1748383,1,0,0,1,3
1750009,1,0,0,1,3
1753474,1,0,0,1,3
1754673,1,0,0,1,3
1758024,1,0,1,1,3
1758183,1,0,0,1,3
1768876,1,0,0,1,3
1769232,1,0,0,1,3
1771682,1,0,0,1,3
1774537,1,0,0,1,3
1774677,1,0,1,1,3
1776616,1,0,0,1,3
1782790,1,0,0,1,3
1786709,1,0,0,1,3
1788323,1,0,1,1,3
1789536,1,0,0,1,3
1794691,1,0,1,1,3
1796624,1,0,0,1,3
1796632,1,0,0,1,3
1797000,1,0,0,1,3
1798975,1,0,0,1,3
1799079,1,0,1,1,3
1809097,1,0,0,1,3
1810458,1,0,0,1,3
1812503,1,0,0,1,3
1813261,1,0,0,1,3
1814213,1,0,0,1,3
1815315,1,0,0,1,3
1816358,1,0,0,1,3
1818475,1,0,0,1,3
1822409,1,0,0,1,3
1822450,1,0,0,1,3
1823178,1,0,0,1,3
1828423,1,0,0,1,3
1829277,1,0,0,1,3
1831257,1,0,0,1,3
1833333,1,0,0,1,3
1836390,1,0,1,1,3
1839882,1,0,0,1,3
1841139,1,0,0,1,3
1850348,1,0,0,1,3
1852138,1,0,1,1,3
1852702,1,0,0,1,3
1864443,1,0,0,1,3
1864753,1,0,0,1,3
1864872,1,0,1,1,3
1868603,1,0,0,1,3
1868968,1,0,0,1,3
1869243,1,0,0,1,3
1871175,1,0,1,1,3
1871211,1,0,0,1,3
1874505,1,0,0,1,3
1875193,1,0,0,1,3
1877921,1,0,0,1,3
1885413,1,0,0,1,3
1887141,1,0,0,1,3
1889197,1,0,0,1,3
1891195,1,0,0,1,3
1892491,1,0,1,1,3
1896197,1,0,1,1,3
1897308,1,0,1,1,3
1898617,1,0,0,1,3
1905716,1,0,0,1,3
1906100,1,0,1,1,3
1906670,1,0,0,1,3
1909601,1,0,0,1,3
1909984,1,0,0,1,3
1910639,1,0,0,1,3
1913058,1,0,1,1,3
1914488,1,0,1,1,3
1914507,1,0,0,1,3
1915978,1,0,0,1,3
1916888,1,0,0,1,3
1917803,1,0,1,1,3
1929420,1,0,0,1,3
1932154,1,0,0,1,3
1932260,1,0,0,1,3
1934465,1,0,0,1,3
1937078,1,0,0,1,3
1939777,1,0,0,1,3
1941191,1,0,1,1,3
1944160,1,0,0,1,3
1945870,1,0,1,1,3
1946618,1,0,0,1,3
1946685,1,0,0,1,3
1948820,1,0,0,1,3
1949879,1,0,0,1,3
1950563,1,0,0,1,3
1953361,1,0,0,1,3
1954595,1,0,1,1,3
1954705,1,0,1,1,3
1955543,1,0,0,1,3
1958809,1,0,0,1,3
1962314,1,0,0,1,3
1970080,1,0,1,1,3
1972783,1,0,0,1,3
1974049,1,0,0,1,3
1974607,1,0,0,1,3
1975722,1,0,0,1,3
1978463,1,0,0,1,3
1978623,1,0,0,1,3
1980626,1,0,0,1,3
1981267,1,0,0,1,3
1986348,1,0,1,1,3
1989091,1,0,0,1,3
1992626,1,0,0,1,3
1993541,1,0,1,1,3
1994554,1,0,1,1,3
1994977,1,0,1,1,3
1997213,1,0,0,1,3
1997552,1,0,0,1,3
2008741,1,0,0,1,3
2009419,1,0,0,1,3
2009611,1,0,0,1,3
2011461,1,0,0,1,3
2012971,1,0,0,1,3
2015023,1,0,0,1,3
2017316,1,0,0,1,3
2022372,1,0,0,1,3
2022729,1,0,0,1,3
2023528,1,0,0,1,3
2023645,1,0,1,1,3
2024867,1,0,0,1,3
2025669,1,0,0,1,3
2027745,1,0,0,1,3
2030915,1,0,0,1,3
2031770,1,0,1,1,3
2032524,1,0,1,1,3
2035313,1,0,1,1,3
2036486,1,0,1,1,3
2042666,1,0,0,1,3
2043367,1,0,1,1,3
2043491,1,0,1,1,3
2046695,1,0,0,1,3
2049281,1,0,1,1,3
2049461,1,0,0,1,3
2050397,1,0,1,1,3
2050901,1,0,0,1,3
2052094,1,0,0,1,3
2052224,1,0,0,1,3
2053564,1,0,0,1,3
2056235,1,0,1,1,3
2057848,1,0,1,1,3
2058447,1,0,0,1,3
2059476,1,0,0,1,3
2061320,1,0,0,1,3
2061742,1,0,0,1,3
2065292,1,0,1,1,3
2065345,1,0,1,1,3
2065961,1,0,1,1,3
2068496,1,0,0,1,3
2071650,1,0,1,1,3
2073410,1,0,0,1,3
2076624,1,0,0,1,3
2076679,1,0,1,1,3
2077513,1,0,1,1,3
2080087,1,0,0,1,3
2083203,1,0,1,1,3
2083928,1,0,0,1,3
2084830,1,0,1,1,3
2085085,1,0,0,1,3
2087639,1,0,0,1,3
2088133,1,0,0,1,3
2094790,1,0,1,1,3
2099452,1,0,0,1,3
2101498,1,0,1,1,3
2101996,1,0,0,1,3
2103088,1,0,0,1,3
2105614,1,0,0,1,3
2106061,1,0,0,1,3
2106977,1,0,0,1,3
2107449,1,0,0,1,3
2110058,1,0,0,1,3
2110122,1,0,0,1,3
2111796,1,0,0,1,3
2113164,1,0,0,1,3
2115339,1,0,1,1,3
2116509,1,0,0,1,3
2117956,1,0,0,1,3
2118107,1,0,1,1,3
2120102,1,0,0,1,3
2123059,1,0,1,1,3
2124645,1,0,0,1,3
2127172,1,0,0,1,3
2129586,1,0,1,1,3
2130040,1,0,1,1,3
2131477,1,0,0,1,3
2131961,1,0,0,1,3
2133879,1,0,0,1,3
2136635,1,0,0,1,3
2138207,1,0,1,1,3
2141487,1,0,0,1,3
2143764,1,0,0,1,3
2144512,1,0,0,1,3
2144737,1,0,0,1,3
2145105,1,0,0,1,3
2145924,1,0,1,1,3
2147093,1,0,0,1,3
2149006,1,0,0,1,3
2150690,1,0,0,1,3
2153284,1,0,0,1,3
2154438,1,0,0,1,3
2159493,1,0,1,1,3
2164570,1,0,0,1,3
2166132,1,0,1,1,3
2166542,1,0,1,1,3
2169703,1,0,0,1,3
2172057,1,0,0,1,3
2174451,1,0,0,1,3
2176871,1,0,0,1,3
2177529,1,0,0,1,3
2177599,1,0,0,1,3
2178293,1,0,1,1,3
2178844,1,0,1,1,3
2179701,1,0,0,1,3
2180304,1,0,0,1,3
2180521,1,0,1,1,3
2180766,1,0,0,1,3
2181285,1,0,1,1,3
2181364,1,0,0,1,3
2181884,1,0,0,1,3
2184360,1,0,0,1,3
2188288,1,0,0,1,3
2189820,1,0,0,1,3
2190134,1,0,0,1,3
2194344,1,0,1,1,3
2194462,1,0,1,1,3
2194578,1,0,1,1,3
2196053,1,0,0,1,3
2196462,1,0,0,1,3
2198035,1,0,0,1,3
2201263,1,0,0,1,3
2201641,1,0,0,1,3
2207757,1,0,0,1,3
2208223,1,0,0,1,3
2211282,1,0,0,1,3
2211706,1,0,0,1,3
2213702,1,0,0,1,3
2216446,1,0,0,1,3
2220691,1,0,0,1,3
2222466,1,0,1,1,3
2223244,1,0,0,1,3
2227188,1,0,0,1,3
2227218,1,0,0,1,3
2233635,1,0,0,1,3
2234316,1,0,1,1,3
2234945,1,0,0,1,3
2235502,1,0,1,1,3
2237972,1,0,0,1,3
2238014,1,0,0,1,3
2238301,1,0,1,1,3
2240879,1,0,0,1,3
2242386,1,0,0,1,3
2244864,1,0,0,1,3
2245240,1,0,0,1,3
2246631,1,0,0,1,3
2247341,1,0,0,1,3
